Stroke: 

25.31,61.41

25.32,60.96

25.35,60.44

25.43,59.86

25.59,59.17

25.77,58.39

26.36,56.46

26.81,55.42

27.25,54.45

27.73,53.71

28.15,53.11

28.47,52.7

28.71,52.51

28.94,52.5

29.07,52.62

29.15,52.91

29.2,53.4

29.24,53.96

29.29,54.54

29.32,55.11

29.4,55.69

29.47,56.28

29.52,56.88

29.49,57.5

29.41,58.1

29.29,58.72

29.07,59.32

28.77,59.88

28.42,60.41

28.04,60.88

27.61,61.22

27.16,61.41

26.73,61.46

26.32,61.37

25.93,61.14

25.55,60.75

25.22,60.24

24.98,59.66

24.9,59.06

24.91,58.47

25.03,57.94

25.22,57.45

25.49,56.93

25.81,56.42

26.24,55.98

26.66,55.63

27.09,55.37

27.45,55.19

27.77,55.12

28.06,55.16

28.27,55.24

28.42,55.34

28.52,55.49

28.58,55.71

28.59,55.98

28.55,56.33

28.45,56.78

28.3,57.26

28.08,57.8

27.52,58.91

27.23,59.42

26.96,59.85

26.7,60.16

26.44,60.36

26.25,60.44

26.06,60.36

25.89,60.15

25.73,59.75

25.61,59.23

25.57,58.58

25.6,57.76

25.72,56.94

25.96,56.15

26.26,55.44

26.61,54.85

26.95,54.41

27.29,54.1

27.59,53.99

27.85,53.98

28.08,54.13

28.24,54.44

28.37,54.89

28.39,55.37

28.36,55.88

28.22,56.39

27.48,58.07

27.17,58.64

26.81,59.17

26.44,59.68

25.58,60.61

25.15,60.93

24.73,61.04

24.35,60.97

23.98,60.63

23.72,60.09

23.66,59.56

23.74,58.97

24,58.3

24.35,57.64

25.28,56.63

25.77,56.28

26.8,55.83

27.33,55.75

27.79,55.78

28.21,55.89

28.52,56.07

28.73,56.33

28.97,57.04

28.92,57.47

28.75,57.97

28.45,58.51

28.09,59.08

27.67,59.61

27.23,60.06

26.81,60.38

26.42,60.56

26.03,60.55

25.69,60.35

25.37,59.97

25.09,59.42

24.89,58.71

24.89,57.99

25.05,57.38

25.3,56.85

25.6,56.38

25.96,56.01

26.33,55.73

26.72,55.5

27.17,55.33

27.62,55.19

28.08,55.17

28.43,55.26

28.7,55.43

28.85,55.71

28.9,56.06

28.85,56.51

28.44,57.51

28.15,58.09

27.74,58.65

27.3,59.22

26.82,59.71

26.34,60.06

25.88,60.24

25.46,60.25

24.76,59.63

24.49,59.02

24.38,58.27

24.48,57.57

24.78,56.96

25.17,56.41

25.67,55.9

27.53,54.94

28.16,54.79

28.76,54.77

29.22,54.87

29.7,55.23

29.73,55.48

29.66,55.81

29.47,56.26

29.16,56.76

28.77,57.35

27.81,58.49

27.38,58.94

26.64,59.47

26.3,59.6

25.95,59.61

25.54,59.44

25.16,59.09

24.91,58.69

24.8,58.26

24.83,57.81

25,57.3

25.68,56.34

26.19,55.91

27.88,55.18

28.38,55.23

28.7,55.38

28.89,55.65

28.91,55.9

28.83,56.25

28.68,56.72

28.4,57.21

28.06,57.79

27.65,58.37

27.24,58.99

26.77,59.61

26.29,60.18

25.85,60.61

25.45,60.85

25.14,60.91

24.85,60.73

24.57,60.3

24.3,59.61

24.16,58.71

24.56,57.07

24.97,56.4

25.42,55.83

26.76,54.96

27.09,54.89

27.42,54.92

27.68,55.03

27.88,55.21

28.03,55.44

28.1,55.79

28.07,56.22

27.93,56.72

27.71,57.3

27.43,57.89

27.12,58.48

26.84,58.98

26.6,59.39

26.41,59.65

26.29,59.69

26.22,59.6

26.15,59.4

26.1,58.95

26.15,57.53

26.31,56.67

26.91,55.42

27.23,55.13

27.52,54.93

27.77,54.9

27.92,54.93

28.02,55.05

28.08,55.37

28.09,55.84

28.04,56.44

27.84,57.13

27.56,57.96

27.21,58.89

26.82,59.8

26.47,60.52

26.25,60.9

26.19,60.92

26.17,60.8

26.14,60.46

26.15,59.97

26.22,59.37

26.26,58.65

26.34,57.81

26.47,56.94

26.66,56.18

27.21,55.21

27.42,54.97

27.5,54.95

27.52,55

27.53,55.16

27.52,55.49

27.48,55.98

27.18,57.23

26.54,59.04

26.12,60.01

25.7,60.76

25.43,61.15

25.33,61.16

25.28,60.88

25.31,60.35

25.43,59.61

26.03,56.8

27.04,54.69

27.32,54.42

27.52,54.36

27.66,54.39

27.7,54.51

27.75,54.78

27.78,55.29

27.76,55.93

27.64,56.59

27.43,57.32

27.15,58.06

26.84,58.73

26.56,59.25

26.32,59.69

26.12,59.99

25.94,60.17

25.79,60.21

25.62,60.16

25.45,60.01

25.29,59.74

25.23,59.43

25.23,59

25.35,58.49

26.01,57.38

26.48,56.88

26.95,56.47

27.46,56.16

27.89,55.94

28.24,55.86

28.43,55.88

28.49,55.92

28.49,56.02

28.39,56.22

28.17,56.54

27.83,56.98

27.49,57.49

27.1,58.06

26.67,58.7

26.26,59.31

25.91,59.75

25.66,59.9

25.54,59.84

25.45,59.52

25.47,59.04

26.38,56.41

26.72,56.01

27.02,55.8

27.52,55.74

27.65,55.78

27.78,55.88

27.83,56.05

27.84,56.23

27.79,56.49

27.65,56.83

27.47,57.25

27.04,58.25

26.84,58.73

26.62,59.14

26.44,59.41

26.3,59.53

26.19,59.46

26.12,59.24

26.29,58.29

26.75,57.17

27.46,56.34

27.67,56.25

27.82,56.21

27.91,56.21

27.93,56.22

27.9,56.41

27.76,56.66

27.55,57.02

26.87,58.12

26.52,58.71

26.21,59.21

25.99,59.55

25.88,59.63

25.85,59.57

25.84,59.35

25.92,58.97

26.13,58.53

26.61,57.59

26.86,57.3

27.06,57.14

27.22,57.03

27.34,56.97

27.57,56.92

27.63,56.9

27.65,56.9

27.65,56.91

27.64,56.94

27.61,56.99

27.53,57.16

27.39,57.49

27.18,57.91

26.93,58.4

26.73,58.83

26.56,59.05

26.52,59.05

26.54,58.92

26.62,58.67

26.74,58.28

26.9,57.8

27.08,57.3

27.22,56.8

27.56,55.86

27.76,55.56

27.95,55.32

28.11,55.19

28.25,55.2

28.36,55.28

28.41,55.4

28.43,55.67

28.38,56.04

28.21,56.55

27.93,57.15

27.59,57.86

27.2,58.62

26.8,59.37

26.42,60

26.1,60.44

25.88,60.61

25.75,60.59

25.64,60.4

25.58,60.04

25.59,59.55

25.65,58.93

27.16,55.31

27.63,54.85

28.08,54.56

28.5,54.38

28.78,54.36

28.99,54.48

29.13,54.68

29.17,55.13

28.9,55.86

28.64,56.36

28.38,56.96

28.09,57.6

27.75,58.26

27.4,58.92

27.04,59.53

26.69,59.98

26.37,60.26

26.05,60.38

25.75,60.32

25.13,59.61

24.86,59.01

25.12,55.24

26.43,53.65

27.53,53.28

28.02,53.36

28.46,53.66

28.79,54.12

29.03,54.63

29.16,55.17

29.18,55.71

29.13,56.26

29.03,56.87

28.85,57.53

28.61,58.24

27.92,59.79

27.49,60.5

27.06,61.07

26.64,61.4

26.26,61.49

25.9,61.39

25.52,61.11

25.12,60.7

24.85,60.24

24.75,59.11

24.87,58.43

25.43,57.01

26.89,55.15

27.37,54.83

27.83,54.7

28.2,54.75

28.78,55.25

28.96,55.51

29.08,55.74

29.12,55.97

29.15,56.26

29.08,56.66

28.95,57.1

28.79,57.6

28.54,58.18

28.18,58.8

27.73,59.45

27.21,60.09

26.66,60.56

26.14,60.84

25.64,60.9

24.65,60.34

24.12,59.82

23.55,58.56

23.65,57.48

24.48,55.78

27.28,54.12

27.83,54.32

28.18,54.58

28.4,54.86

28.54,55.16

28.61,55.55

28.59,56.01

28.5,56.51

28.39,57.07

28.19,57.59

27.95,58.1

27.7,58.59

27.39,59.06

27.01,59.49

26.63,59.85

26.21,60.07

25.79,60.12

25.36,59.96

24.27,58.38

24.65,57

26.95,55

27.56,54.77

28.18,54.66

28.75,54.75

29.17,54.91

29.44,55.1

29.57,55.31

29.61,55.63

29.61,56.04

29.48,56.5

29.26,57.03

28.95,57.6

28.55,58.2

28.11,58.82

27.61,59.34

27.08,59.78

26.49,60.1

25.91,60.33

24.43,58.92

26.85,55.32

27.47,54.98

28.11,54.72

28.69,54.62

29.18,54.7

29.48,54.82

29.64,54.98

29.65,55.18

29.62,55.62

29.46,56.14

28.93,57.36

28.63,58

28.34,58.57

28.01,59.07

27.68,59.53

27.35,59.94

26.97,60.29

26.52,60.54

25.99,60.57

24.48,59.16

24.66,56.92

25.64,55.3

26.04,54.86

26.52,54.5

26.98,54.26

28.07,54.39

28.37,54.67

28.56,54.99

28.62,55.29

28.61,55.61

28.51,55.96

28.33,56.38

27.79,57.28

27.48,57.68

27.12,58.02

26.43,58.67

25.65,59.01

25.23,58.96

24.77,58.63

24.21,56.95

24.43,56.26

25.19,55.11

25.69,54.64

27.33,54.17

27.87,54.34

28.36,54.74

28.73,55.25

28.92,55.68

29,56.03

28.96,56.43

28.82,56.89

28.6,57.4

28.29,58.01

27.88,58.67

27.4,59.4

26.85,60.05

26.36,60.5

25.88,60.68

24.38,59.13

26.92,53.66

27.62,53.34

28.28,53.16

28.85,53.17

29.27,53.46

29.74,54.37

29.77,54.84

29.64,55.38

29.48,56.01

29.22,56.7

28.89,57.47

28.53,58.3

28.1,59.13

27.19,60.73

26.7,61.31

26.22,61.63

25.81,61.69

25.39,61.49

24.99,61.06

24.63,60.35

24.37,59.49

24.29,58.59

24.67,56.85

24.98,56.18

27.26,54.09

28.41,54.12

28.85,54.31

29.17,54.59

29.35,54.85

29.44,55.52

29.39,55.92

29.26,56.37

29.03,56.87

28.75,57.4

27.9,58.38

27.41,58.84

26.25,59.64

25.56,59.84

23.24,58.59

23.48,56.96

24.34,55.86

24.92,55.41

25.57,54.99

27.98,54.47

28.62,54.5

29.06,54.51

29.32,54.61

29.43,54.72

29.51,54.92

29.48,55.19

29.36,55.59

29.13,56.08

28.84,56.68

28.51,57.37

28.13,58.07

27.68,58.63

27.27,59.09

26.87,59.4

26.43,59.54

25.97,59.63

25.46,59.51

24.95,59.26

24.6,58.93

24.37,58.55

24.38,57.47

24.6,56.96

25.16,56.13

27.68,54.83

28.23,54.97

28.6,55.18

28.83,55.49

28.92,55.84

28.91,56.25

28.81,56.84

28.63,57.42

28.36,58.03

28.09,58.54

27.82,58.96

27.56,59.25

27.31,59.48

27.02,59.59

26.69,59.6

26.25,59.45

25.32,58.63

24.58,56.33

25.38,54.47

25.86,54.03

26.44,53.72

27.09,53.56

27.74,53.56

28.34,53.78

29.01,54.28

29.13,54.53

29.13,54.89

28.9,55.79

28.7,56.29

28.42,56.86

28.1,57.44

27.7,58.03

26.33,59.57

24.3,59.08

23.97,58.45

24.45,56.09

26.71,53.59

27.53,53.16
